case_id,semantic_family,policy,evidence_class,changed_intervention,cache_regime,capacity_bytes,reference_identity,checkpoint,achieved_horizon,cumulative_mean_delta_nll,instantaneous_delta_nll,cumulative_mean_kl,cumulative_mean_js,cumulative_mean_hidden_l2,cumulative_mean_moe_l2,top1_agreement_fraction,cumulative_max_corrected_regret_per_swap,cumulative_mean_corrected_regret_per_swap,cumulative_corrected_regret,cumulative_raw_regret_signed,changed_slot_fraction,perturbed_layer_fraction,cumulative_regret_weighted_mean_normalized_depth,cumulative_first_perturbed_normalized_depth,cumulative_intentional_swaps,cumulative_cache_hits,cumulative_cache_misses,cumulative_backing_loads,cumulative_backing_bytes
01-math-b1,mathematical reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,16,512,-0.004090854055468496,0.0003236258710188622,0.0010763697530785082,0.0002628521395318956,0.07779733903755032,0.12300336037014385,1.0,0.0030761659145355225,0.001292657636981917,0.8906411118805408,-2.942565039731562,0.029254415760869564,0.468070652173913,0.3988157866788852,0.0,689,14468,9084,9084,159399346176
01-math-b1,mathematical reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,32,512,-0.0051830828247921845,-0.0009867400557013184,0.0007866090005005479,0.00019183075060180037,0.07609040958067895,0.1216080709359233,1.0,0.0030864477157592773,0.0013190399205014163,1.805765651166439,-3.0129811039587366,0.029063349184782608,0.46501358695652173,0.4182607964555375,0.0,1369,27833,19271,19271,338153324544
01-math-b1,mathematical reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,64,512,-0.0014012806005922473,-6.513609562830425e-08,0.0008757791779434066,0.0002197502254919208,0.0728801110897341,0.11959371879641878,1.0,0.0030864477157592773,0.0013339990155829932,3.7765512131154537,-4.589255684606428,0.030050526494565216,0.48080842391304346,0.4258353351780507,0.0,2831,55857,38351,38351,672955121664
01-math-b1,mathematical reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,128,512,0.0007283227857340924,-0.06004814049354934,0.0011248727858917515,0.0002890300904523545,0.07650605094573995,0.12520236149406488,1.0,0.0030864477157592773,0.0013364602011555256,7.890461027622223,1.4415272375646282,0.03133491847826087,0.501358695652174,0.4367881579090825,0.0,5904,110641,77775,77775,1364738457600
01-math-b1,mathematical reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,256,512,0.013048688264542974,0.057632248504653205,0.005835288968241078,0.0014667925960691523,0.07568689096011083,0.12287337779246164,0.9765625,0.0030864477157592773,0.0013470491330868008,15.402159787714481,-14.414642759195544,0.030342433763586956,0.4854789402173913,0.4288802756236008,0.0,11434,215168,161664,161664,2836760887296
01-math-b1,mathematical reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,512,512,0.012168240360573068,-0.025043374556723563,0.005720822894101267,0.0014396661662498228,0.07286331774760874,0.12015395583093136,0.982421875,0.003088444471359253,0.0013409647410476471,30.665181698277593,-28.70919083997763,0.030342433763586956,0.4854789402173913,0.43204858986588185,0.0,22868,424422,329242,329242,5777296293888
01-math-b1,mathematical reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,16,512,-0.006843541399979447,-0.00038181359038702567,0.0014745098880949107,0.00036264266850858057,0.09440024949118704,0.15649929591329684,0.9375,0.007301241159439087,0.0030148199646100357,4.880993522703648,0.7417671461589634,0.06874150815217392,0.7221467391304348,0.43284277372215146,0.0,1619,15258,8294,8294,145537007616
01-math-b1,mathematical reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,32,512,0.0010941221300241333,0.0006237607833554648,0.0010541154611410234,0.0002602462821914052,0.09368511027187326,0.1573412568391277,0.9375,0.007301822304725647,0.003104154958881653,9.896046008914709,3.319133572280407,0.06768002717391304,0.7194293478260869,0.4404237480766492,0.0,3188,29544,17560,17560,308129955840
01-math-b1,mathematical reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,64,512,0.0028956181804492553,2.615881129486297e-07,0.0012287362364481035,0.0003120442539481828,0.09259530362030735,0.1560011655243159,0.96875,0.0073028504848480225,0.0031432759740895604,20.827346604317427,9.74150900607259,0.07033372961956522,0.7379415760869565,0.4467885021514215,0.0,6626,59490,34718,34718,609205911552
01-math-b1,mathematical reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,128,512,0.00417270213903248,-0.12737074385021785,0.0017721990680394108,0.00045205093460740173,0.10088741221551836,0.16659951422961183,0.9765625,0.007302999496459961,0.0031357682575098244,44.18297474831343,41.38567355339677,0.07478133491847826,0.7716542119565217,0.4568762043765963,0.0,14090,119361,69055,69055,1211726315520
01-math-b1,mathematical reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,256,512,0.01804237408839922,0.1734135372504504,0.009626126468073239,0.002343747626890109,0.09913310832240209,0.16371747967492578,0.96484375,0.007303521037101746,0.0031216130314833056,85.03586059063673,56.429079264086965,0.07228950832201086,0.7542459239130435,0.44675199529918713,0.0,27241,231793,145039,145039,2545037623296
01-math-b1,mathematical reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,4c9d3fd45442d6bdcc34232b3183bb5d91b375605e71d9700059e2ca95f1c4ae,512,512,0.014839623379690178,-0.034197286834537266,0.009653695048983895,0.002373944859912648,0.09495365544103856,0.16006202787488244,0.966796875,0.007303521037101746,0.0031046646390445673,168.61433654651046,127.90704194530875,0.07206128991168478,0.7521654211956522,0.4459432043663797,0.0,54310,457015,296649,296649,5205378318336
02-formal-b3,formal logic / proof-style reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,16,512,0.002761386190067716,9.830972622637546e-07,0.00020734891083418558,5.197378403372934e-05,0.08656008760480709,0.13199127183607162,1.0,0.003082573413848877,0.001320584030063064,0.8913942202925682,-1.5742771462537348,0.02865998641304348,0.4585597826086957,0.4181527881192411,0.0,675,13359,10193,10193,178859261952
02-formal-b3,formal logic / proof-style reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,32,512,0.004145496160971485,-0.000302840830133988,0.0008571287964011893,0.0002171401175752574,0.09047033155628048,0.13501491016187123,1.0,0.003082573413848877,0.0013035790996125953,1.7819926291704178,-2.000436295988038,0.029020889945652172,0.46433423913043476,0.40297296995780674,0.0,1367,27264,19840,19840,348137717760
02-formal-b3,formal logic / proof-style reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,64,512,-0.01564019187293092,-0.021871760493546333,0.002760230623740514,0.000673668359813186,0.08845640815872821,0.13223108196372635,1.0,0.0030872076749801636,0.0012921579612040837,3.5831540264189243,-1.7053645562373276,0.029434867527173912,0.4709578804347826,0.411798079948446,0.0,2773,54796,39412,39412,691572768768
02-formal-b3,formal logic / proof-style reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,128,512,-0.00993349616206518,-4.811396436821269e-06,0.004302422075354159,0.0010436259149667543,0.0875224634235452,0.13238940860949544,1.0,0.0030872896313667297,0.0012982348769795884,7.2116947416216135,-4.027533385680044,0.029482634171195652,0.47172214673913043,0.4140662569190196,0.0,5555,107197,81219,81219,1425171234816
02-formal-b3,formal logic / proof-style reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,256,512,-0.004158496496583633,-0.013855183506262136,0.009512442907235736,0.0023042319896546012,0.08772804064729159,0.13110175765234866,0.98046875,0.003088325262069702,0.0013023522873625434,14.436575105413795,-15.340427478741958,0.029416291610054348,0.47066066576086957,0.41263691134641056,0.0,11085,209355,167477,167477,2938763132928
