stage,case_id,case_role,semantic_family,length_level,templated_prompt_tokens,policy,capacity_slots,capacity_bytes,decode_tok_s,p50_forward_s,p95_forward_s,p99_forward_s,hit_ratio,hits,misses,backing_loads,backing_bytes,loads_per_token,bytes_per_token,changed_fraction,swaps_per_token,cumulative_score_regret,mean_score_regret_per_realized_swap,result_sha256,envelope_sha256,generated_token_hash,safety_status,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
STAGE_A,01-math-b1,primary,mathematical reasoning,1,178,S2_P50,7849,137728475136,0.3459910563515139,2.852013876,3.663287774,3.838084658,0.66162109375,62330,31878,31878,559371681792,498.09375,8740182528.0,0.7583220108695652,106.484375,20.99215181171894,0.003080286399371818,eaac1bc84ed8d1cb20d253313383296d103b4a22e33f0cfc46f5d155560ad2a7,c39b44f2811273b63be17498f09ed80fe2e8825e5a07f44a31d0c8554b08132d,842ce16749c2f609,pass,"[""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""c39b44f2811273b63be17498f09ed80fe2e8825e5a07f44a31d0c8554b08132d"",""eaac1bc84ed8d1cb20d253313383296d103b4a22e33f0cfc46f5d155560ad2a7""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b2,primary,mathematical reasoning,2,191,S2_P50,7849,137728475136,0.34365442603919844,2.834700403,3.683858578,3.862678308,0.6553052819293478,61735,32473,32473,569812303872,507.390625,8903317248.0,0.6975203804347826,98.046875,19.517702460289,0.0031103908303249405,994d94ff886497042a564d2027f356bcc9b1b97c48344182a6438e441dfd2b9d,6f6748a8aef30a9953340b0d56d10078a9ee2fc34f0e92215a67323f72392acf,11be82c4e8b1e0c2,pass,"[""6f6748a8aef30a9953340b0d56d10078a9ee2fc34f0e92215a67323f72392acf"",""994d94ff886497042a564d2027f356bcc9b1b97c48344182a6438e441dfd2b9d"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b3,primary,mathematical reasoning,3,225,S2_P50,7849,137728475136,0.3440609954649078,2.81400861,3.592758528,4.308857198,0.6569611922554348,61891,32317,32317,567074930688,504.953125,8860545792.0,0.7145040760869565,101.0,19.522031284868717,0.0030201162260007296,dc1772f63de72927ab6cc7a1cf9908151936f33c76666e281f738a9e2ea881c4,3dc340eed82c3dadd2f1192e7d74f6b2388c9594f8b79438edd0078f4fc142c3,0502eca61a16a489,pass,"[""3dc340eed82c3dadd2f1192e7d74f6b2388c9594f8b79438edd0078f4fc142c3"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""dc1772f63de72927ab6cc7a1cf9908151936f33c76666e281f738a9e2ea881c4""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b4,primary,mathematical reasoning,4,253,S2_P50,7849,137728475136,0.348961186331198,2.83942249,3.468917161,3.90091446,0.6637334408967391,62529,31679,31679,555879776256,494.984375,8685621504.0,0.7034646739130435,99.015625,19.418990936130285,0.0030643823475035954,67db0860ea47b6a349a851f6d2be37025e689738179a2c6741abda918780bc43,12105984c23fa9ffd3e0d487d194835e3aacd7dec5f1f996bf51d606a3b28617,b97cfd104100c59f,pass,"[""12105984c23fa9ffd3e0d487d194835e3aacd7dec5f1f996bf51d606a3b28617"",""67db0860ea47b6a349a851f6d2be37025e689738179a2c6741abda918780bc43"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b5,primary,mathematical reasoning,5,283,S2_P50,7849,137728475136,0.3378544410651471,2.928819027,3.898264611,4.083893658,0.6472592561141305,60977,33231,33231,583113129984,519.234375,9111142656.0,0.7299592391304348,103.84375,19.834873773157597,0.002984482963159434,b822193d49748f8e89209e21eea81c7b2f392937c25bde2d0a86884a7e9bf6b7,21b5e2aec0f2af8d21792d23334a03685c7e9d0f198ba6e1b8e2df9faedb4828,395f26dbe19f8909,pass,"[""21b5e2aec0f2af8d21792d23334a03685c7e9d0f198ba6e1b8e2df9faedb4828"",""b822193d49748f8e89209e21eea81c7b2f392937c25bde2d0a86884a7e9bf6b7"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b6,primary,mathematical reasoning,6,308,S2_P50,7849,137728475136,0.3499688500907056,2.858024212,3.677443645,4.158495343,0.6676396908967391,62897,31311,31311,549422383104,489.234375,8584724736.0,0.7216372282608695,102.40625,19.91514142602682,0.0030386239588078763,217343417aec521e5cb250726b6b56ea5365c8420fb40692a98c147a0b44dad3,bb4ae125804fd90790053e09dc115f22f6004d995cb01c36364d2593a343aad7,58686857f3876489,pass,"[""217343417aec521e5cb250726b6b56ea5365c8420fb40692a98c147a0b44dad3"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""bb4ae125804fd90790053e09dc115f22f6004d995cb01c36364d2593a343aad7""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b7,primary,mathematical reasoning,7,338,S2_P50,7849,137728475136,0.335308826510467,2.941656036,3.788646393,3.983244424,0.6434591542119565,60619,33589,33589,589395050496,524.828125,9209297664.0,0.7267323369565217,104.578125,19.55894323438406,0.002922298406452123,22f1958a5ea8b6c185c9dd54afad5b98a4239e07e68ec1d179485cef37b0982b,7add597279cbac04b90f81c34eefda1f752e11b4ca9f5cad602c34d198a073a9,c93c93f7d30b48d6,pass,"[""22f1958a5ea8b6c185c9dd54afad5b98a4239e07e68ec1d179485cef37b0982b"",""7add597279cbac04b90f81c34eefda1f752e11b4ca9f5cad602c34d198a073a9"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,01-math-b8,primary,mathematical reasoning,8,403,S2_P50,7849,137728475136,0.3499004341478408,2.827808103,3.599265474,4.032748195,0.66845703125,62974,31234,31234,548071243776,488.03125,8563613184.0,0.7386209239130435,105.4375,20.435867860913277,0.0030284332929628446,4e9a7d1430d085660fa7315d6e25206f375f6669b7d0b3eb0b19790a5cc8893d,a4c3c5353f63bb7d916902aec20fde417d7d738036e691eed24cf36d23205da8,aaac3eb45bab3d4a,pass,"[""4e9a7d1430d085660fa7315d6e25206f375f6669b7d0b3eb0b19790a5cc8893d"",""a4c3c5353f63bb7d916902aec20fde417d7d738036e691eed24cf36d23205da8"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b1,primary,formal logic / proof-style reasoning,1,184,S2_P50,7849,137728475136,0.3397562978922934,2.885544208,3.765684553,4.025388134,0.647078804347826,60960,33248,33248,583411433472,519.5,9115803648.0,0.7289402173913043,101.984375,19.889210956171155,0.003047220921736043,0af0eaf98b3463e12bea6d30ec0d97055907629373b73df969f6419eae23bfa1,13f0f9566cd4cb2c92bfe3233df7a0b56d46aa627dc35bc17ed1234fea9383fc,02a64275043bee2f,pass,"[""0af0eaf98b3463e12bea6d30ec0d97055907629373b73df969f6419eae23bfa1"",""13f0f9566cd4cb2c92bfe3233df7a0b56d46aa627dc35bc17ed1234fea9383fc"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b2,primary,formal logic / proof-style reasoning,2,205,S2_P50,7849,137728475136,0.3435283465341253,2.873642583,3.66145992,3.901217519,0.6547108525815217,61679,32529,32529,570794950656,508.265625,8918671104.0,0.7498301630434783,106.4375,20.434453750029206,0.00299977301086747,ba9b84d82f189f6923276932a50aa06e7da39931a60b66d380678a02b53cc2dd,afc7643749446076f4cad223f30c0b6aa01471cc87a1aa8fc58f01b9c6628788,bdc9533348324bdc,pass,"[""afc7643749446076f4cad223f30c0b6aa01471cc87a1aa8fc58f01b9c6628788"",""ba9b84d82f189f6923276932a50aa06e7da39931a60b66d380678a02b53cc2dd"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b3,primary,formal logic / proof-style reasoning,3,237,S2_P50,7849,137728475136,0.3403023081576806,2.879812667,3.518417889,3.880881206,0.6531504755434783,61532,32676,32676,573374398464,510.5625,8958974976.0,0.7297894021739131,103.640625,19.739472502842546,0.0029759494199973683,758caf1f8613f4e2d235406e9bb4052dbfd47e60931929f865dbf41eef8dd88f,fd3846fbdedd254ab7bb9f9e2f76a3db3046de7ed75522b60811bed8c2318859,20edd0d20aefd62e,pass,"[""758caf1f8613f4e2d235406e9bb4052dbfd47e60931929f865dbf41eef8dd88f"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""fd3846fbdedd254ab7bb9f9e2f76a3db3046de7ed75522b60811bed8c2318859""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b4,primary,formal logic / proof-style reasoning,4,262,S2_P50,7849,137728475136,0.3426445572210301,2.961736702,3.579666451,4.382370482,0.6564622961956522,61844,32364,32364,567899652096,505.6875,8873432064.0,0.7309782608695652,104.90625,19.492916056886315,0.0029033238094855994,ffbd782fb1ef0ba4c2e1d1cbb8fbb5928733545e6a1e67a36ff9b68f8d8c351c,2341ff303f181677d135a1c9a14029f3ec7d9f95925d9a1cce63e162e45175a3,8b24621bf7bb9c9d,pass,"[""2341ff303f181677d135a1c9a14029f3ec7d9f95925d9a1cce63e162e45175a3"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""ffbd782fb1ef0ba4c2e1d1cbb8fbb5928733545e6a1e67a36ff9b68f8d8c351c""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b5,primary,formal logic / proof-style reasoning,5,291,S2_P50,7849,137728475136,0.3368107937328076,2.920062419,3.644517238,3.88428838,0.6474078634510869,60991,33217,33217,582867468288,519.015625,9107304192.0,0.7321671195652174,104.140625,19.781071541830897,0.0029679027069513726,1fe2b919de1dca2c7e23bea84e78165d14f436e35f4e536f3a3522f45964c5db,0073a78d115050a8e6e50d51edd87fb313435c8b6e0534fc45a8492e01dcef42,51acf25a4d98145a,pass,"[""0073a78d115050a8e6e50d51edd87fb313435c8b6e0534fc45a8492e01dcef42"",""1fe2b919de1dca2c7e23bea84e78165d14f436e35f4e536f3a3522f45964c5db"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b6,primary,formal logic / proof-style reasoning,6,313,S2_P50,7849,137728475136,0.336216163685905,2.979191491,3.690805352,3.931753262,0.6453485903532609,60797,33411,33411,586271637504,522.046875,9160494336.0,0.7258831521739131,102.71875,19.561885567381978,0.0029756442907487037,39982eefc7863fa37f401299c8213bb775c2e46df886dde3f4c72fb83b8040ff,670574ff89165521225b5a418e6ee254f4396a86c2a895547cff242bf6d33905,29eccee4b0a22ba9,pass,"[""39982eefc7863fa37f401299c8213bb775c2e46df886dde3f4c72fb83b8040ff"",""670574ff89165521225b5a418e6ee254f4396a86c2a895547cff242bf6d33905"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b7,primary,formal logic / proof-style reasoning,7,335,S2_P50,7849,137728475136,0.31968761860534906,3.086756283,3.668167198,3.92331594,0.6115404211956522,57612,36596,36596,642159673344,571.8125,10033744896.0,0.7428668478260869,105.203125,20.33955436386168,0.0030208754439123246,bd312b150e1350a6e272a3483c7a4187fe3e157dcbce002635defb56414e84f2,04ed4618c9429e882be939d592ec062c91227db8140bc0b18f71156f57428c53,32c72a5660d82dc5,pass,"[""04ed4618c9429e882be939d592ec062c91227db8140bc0b18f71156f57428c53"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""bd312b150e1350a6e272a3483c7a4187fe3e157dcbce002635defb56414e84f2""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,02-formal-b8,primary,formal logic / proof-style reasoning,8,374,S2_P50,7849,137728475136,0.34991352987614505,2.844415022,3.603701488,4.009885821,0.669083305027174,63033,31175,31175,547035955200,487.109375,8547436800.0,0.7204483695652174,102.15625,19.250214522704482,0.0029443582934696364,d798ca69ff3dfd63b965925fb0c85832a092d499afb6f1fd516709a2c7c66e76,de6c5b02b4b91daf3b16405ff6a57bb74a7d60947d22d727db9317f8fe5c9d33,35f4cc2215904c67,pass,"[""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""d798ca69ff3dfd63b965925fb0c85832a092d499afb6f1fd516709a2c7c66e76"",""de6c5b02b4b91daf3b16405ff6a57bb74a7d60947d22d727db9317f8fe5c9d33""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,03-science-b1,primary,physics / scientific reasoning,1,154,S2_P50,7849,137728475136,0.3454705317865917,2.8345472,3.559026719,4.154768344,0.6595512058423914,62135,32073,32073,562793398272,501.140625,8793646848.0,0.7168817934782609,100.453125,18.981418823823333,0.0029524683191512417,0dc75e5e5c6af1d124cb8b77757fda9685ce484eb466be291dade58eb4e4131a,d324671dc0558b087b0213689b68af5e678131b48565f6519ade59a06278609f,cf2e03b001c01a2c,pass,"[""0dc75e5e5c6af1d124cb8b77757fda9685ce484eb466be291dade58eb4e4131a"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786"",""d324671dc0558b087b0213689b68af5e678131b48565f6519ade59a06278609f""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,03-science-b2,primary,physics / scientific reasoning,2,192,S2_P50,7849,137728475136,0.33204242080371654,2.962626661,3.644038823,4.08137145,0.6349142323369565,59814,34394,34394,603520598016,537.40625,9430009344.0,0.7235054347826086,101.1875,19.63784801401198,0.003032403955221121,5134c9b9f318a0c72aa460918b58c79e88fdf2a961c3b757bf3bcdb7d6c1178a,653558778c3aa8ba4e169cd92435785f30c69086e4d6de9e13d3edb0a463cc8e,8c80324509f10957,pass,"[""5134c9b9f318a0c72aa460918b58c79e88fdf2a961c3b757bf3bcdb7d6c1178a"",""653558778c3aa8ba4e169cd92435785f30c69086e4d6de9e13d3edb0a463cc8e"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,03-science-b3,primary,physics / scientific reasoning,3,225,S2_P50,7849,137728475136,0.34133373537896244,2.898818849,3.47928531,4.214792466,0.6511655061141305,61345,32863,32863,576655736832,513.484375,9010245888.0,0.7399796195652174,105.28125,19.986311426386237,0.0029662082853051702,817515448713deab58b2b189caba151fe6881a770d912b5a91fe0519b79a5316,85d0a3f34bb0fe3b86ffde8ad5c8db1cc5c99392318f846a443d84fde5f9dc9d,0563d754b22da60f,pass,"[""817515448713deab58b2b189caba151fe6881a770d912b5a91fe0519b79a5316"",""85d0a3f34bb0fe3b86ffde8ad5c8db1cc5c99392318f846a443d84fde5f9dc9d"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
STAGE_A,03-science-b4,primary,physics / scientific reasoning,4,270,S2_P50,7849,137728475136,0.33757924271122025,2.934874137,3.626613748,3.802694637,0.644669242527174,60733,33475,33475,587394662400,523.046875,9178041600.0,0.7150135869565217,102.203125,19.54515810869634,0.002988099389802223,621fe20a06ab2db83e58c4cf2277ea2195d95112cb14dd087349ff294ab80732,476082bc869f5a7b1a514dc8345ecf1b6cf7bfe6ca7bcd2ce6312a82544f5166,25c25e1ff7497d06,pass,"[""476082bc869f5a7b1a514dc8345ecf1b6cf7bfe6ca7bcd2ce6312a82544f5166"",""621fe20a06ab2db83e58c4cf2277ea2195d95112cb14dd087349ff294ab80732"",""baf8d7583175aa55eca8c7183608259bb2d30f350a8a643f8b40d4831a362786""]",issue105-physical-runs-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,MEASURED_PHYSICAL,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
